Auction Title ,Auction ID,Department ,Close Date ,Winning Bid ,CC Fee,Fee Percent,Auction Fee Subtotal,Auction Fee Total,Pay Status ,Paid Date ,Asset #,Inventory ID,Decal /Vehicle ID,VTR Number,Receipt Number ,Cap,Expenses,Net Sales,Fund,Business Unit
Dell Laptop,80018,ITS,1/9/2014,$57.00 ,$1.31 ,0.23,$13.11 ,$13.11 ,Successful,1/9/2014,,74570,,,3603592960,"$3,000 ",$0.00 ,$43.89 ,General Fund,0
4 Chairs,80019,NASHVILLE CONVENTION CTR,1/14/2014,$6.00 ,$0.00 ,0.23,$1.38 ,$1.38 ,Successful,1/15/2014,,"NCC-75667, NCC-75668, NCC-75669, NCC075670",,,Cashiers Check,"$3,000 ",$0.00 ,$4.62 ,Enterprise,0
Hamilton Music Stand,80020,NASHVILLE CONVENTION CTR,1/14/2014,$10.00 ,$0.23 ,0.23,$2.30 ,$2.30 ,Successful,2/12/2014,,NCC-75651,,,3606171274,"$3,000 ",$0.00 ,$7.70 ,Enterprise,0
Bar Stool,80021,NASHVILLE CONVENTION CTR,1/14/2014,$21.00 ,$0.48 ,0.23,$4.83 ,$4.83 ,Successful,1/30/2014,,NCC-75776,,,3605145144,"$3,000 ",$0.00 ,$16.17 ,Enterprise,0
Table,80022,NASHVILLE CONVENTION CTR,1/14/2014,$27.00 ,$0.00 ,0.23,$6.21 ,$6.21 ,Successful,1/14/2014,,NCC-75754,,,Money Order,"$3,000 ",$0.00 ,$20.79 ,Enterprise,0
Table,80023,NASHVILLE CONVENTION CTR,1/14/2014,$13.20 ,$0.30 ,0.23,$3.03 ,$3.03 ,Successful,1/15/2014,,NCC-75753,,,3604077546,"$3,000 ",$0.00 ,$10.16 ,Enterprise,0
Table,80024,WATER SERVICES,1/14/2014,$2.00 ,$0.05 ,0.23,$0.46 ,$0.46 ,Successful,1/15/2014,,WS-73909,,,3604077700,"$3,000 ",$0.00 ,$1.54 ,Enterprise,0
Table,80025,WATER SERVICES,1/14/2014,$1.00 ,$0.02 ,0.23,$0.23 ,$0.23 ,Successful,1/14/2014,,WS-73904,,,3603986284,"$3,000 ",$0.00 ,$0.77 ,Enterprise,0
Table,80026,WATER SERVICES,1/14/2014,$2.00 ,$0.05 ,0.23,$0.46 ,$0.46 ,Successful,1/28/2014,,WS-73907,,,3605003135,"$3,000 ",$0.00 ,$1.54 ,Enterprise,0
Table,80027,WATER SERVICES,1/7/2014,$2.00 ,$0.05 ,0.23,$0.46 ,$0.46 ,Successful,1/7/2014,,WS-73908,,,3603421222,"$3,000 ",$0.00 ,$1.54 ,Enterprise,0
Table,80028,WATER SERVICES,1/14/2014,$2.00 ,$0.05 ,0.23,$0.46 ,$0.46 ,Successful,1/28/2014,,WS-73906,,,3605003474,"$3,000 ",$0.00 ,$1.54 ,Enterprise,0
2 Chairs,80029,WATER SERVICES,1/14/2014,$7.00 ,$0.00 ,0.23,$1.61 ,$1.61 ,Successful,1/21/2014,,"WS-74864, WS-74863",,,Money Order,"$3,000 ",$0.00 ,$5.39 ,Enterprise,0
"Dell 17"" Flat Screen Monitor",80030,WATER SERVICES,1/14/2014,$23.50 ,$0.54 ,0.23,$5.40 ,$5.40 ,Successful,1/16/2014,,WS-62259,,,3604183839,"$3,000 ",$0.00 ,$18.09 ,Enterprise,0
Table,80031,METRO ACTION,1/14/2014,$1.00 ,$0.02 ,0.23,$0.23 ,$0.23 ,Successful,1/14/2014,,MAC-73083,,,3603986292,"$3,000 ",$0.00 ,$0.77 ,Enterprise,0
Book Rack,80032,PUBLIC LIBRARY,1/14/2014,$47.00 ,$1.08 ,0.23,$10.81 ,$10.81 ,Successful,1/14/2014,,75561,,,3603994589,"$3,000 ",$0.00 ,$36.19 ,General Fund,0
Book Rack,80033,PUBLIC LIBRARY,1/14/2014,$27.00 ,$0.62 ,0.23,$6.21 ,$6.21 ,Successful,1/20/2014,,75560,,,3604402879,"$3,000 ",$0.00 ,$20.79 ,General Fund,0
21 Oxygen Regulators,80034,FIRE,1/14/2014,$27.00 ,$0.62 ,0.23,$6.21 ,$6.21 ,Successful,2/18/2014,,75891,,,3606505532,"$3,000 ",$0.00 ,$20.79 ,General Fund,0
Dell 2330dn Laser Printer,80035,ITS,1/14/2014,$13.50 ,$0.31 ,0.23,$3.10 ,$3.10 ,Successful,1/16/2014,,75962,,,3604199260,"$3,000 ",$0.00 ,$10.39 ,General Fund,0
Dell 1250c Printer,80036,ITS,1/14/2014,$7.90 ,$0.18 ,0.23,$1.81 ,$1.81 ,Successful,1/20/2014,,75963,,,3604402887,"$3,000 ",$0.00 ,$6.08 ,General Fund,0
63 Assorted Dell Computers,80037,ITS,1/14/2014,"$1,250.00 ",$28.75 ,0.23,$287.50 ,$287.50 ,Successful,1/14/2014,,"75909, 75937, 75956, 75942, 75957, 75917, 75927, 75941, 75914, 75940, 75925, 75958, 75946, 75904, 75913, 75935, 75947, 75916, 75897, 75905, 75948, 75934, 75912, 75921, 75953, 75949, 75951, 75901, 75931, 75939, 75911, 75923, 75899, 75952, 75932, 75922, 759",,,3603996536,"$3,000 ",$0.00 ,$962.50 ,General Fund,0
15 Dell Laptops,80038,ITS,1/14/2014,$620.00 ,$14.26 ,0.23,$142.60 ,$142.60 ,Successful,1/14/2014,,"73570, 73571, 73572, 73573, 73574, 73575, 73576, 73677, 73578, 73579, 73580, 73581, 73582, 73583, 73584",,,3604027642,"$3,000 ",$0.00 ,$477.40 ,General Fund,0
Dell Laptop,80039,ITS,1/14/2014,$47.51 ,$1.09 ,0.23,$10.92 ,$10.92 ,Successful,1/16/2014,,73585,,,3604199281,"$3,000 ",$0.00 ,$36.58 ,General Fund,0
Dell Laptop,80040,ITS,1/14/2014,$51.51 ,$1.18 ,0.23,$11.84 ,$11.84 ,Successful,1/20/2014,,73588,,,3604415567,"$3,000 ",$0.00 ,$39.66 ,General Fund,0
Dell Laptop,80041,ITS,1/14/2014,$53.51 ,$1.23 ,0.23,$12.30 ,$12.30 ,Successful,1/16/2014,,73589,,,3604199292,"$3,000 ",$0.00 ,$41.20 ,General Fund,0
Dell Laptop,80042,ITS,1/14/2014,$33.51 ,$0.77 ,0.23,$7.70 ,$7.70 ,Successful,1/20/2014,,73587,,,3604415580,"$3,000 ",$0.00 ,$25.80 ,General Fund,0
Dell Laptop,80043,ITS,1/14/2014,$53.51 ,$1.23 ,0.23,$12.30 ,$12.30 ,Successful,1/14/2014,,73586,,,3604003385,"$3,000 ",$0.00 ,$41.20 ,General Fund,0
View Sonic Laptop,80044,ITS,1/14/2014,$21.00 ,$0.48 ,0.23,$4.83 ,$4.83 ,Successful,1/15/2014,,72977,,,3604067145,"$3,000 ",$0.00 ,$16.17 ,General Fund,0
2 GM Transmission Cores,80045,OFM,1/14/2014,$42.00 ,$0.97 ,0.23,$9.66 ,$9.66 ,Successful,2/12/2014,,OFM-76218A,,,3606113381,"$3,000 ",$0.00 ,$32.34 ,Enterprise,0
2 GM Transmission Cores,80046,OFM,1/14/2014,$32.00 ,$0.74 ,0.23,$7.36 ,$7.36 ,Successful,2/12/2014,,OFM-76218B,,,3606113398,"$3,000 ",$0.00 ,$24.64 ,Enterprise,0
GM Transmission Core,80047,OFM,1/14/2014,$21.00 ,$0.00 ,0.23,$4.83 ,$4.83 ,Successful,2/12/2014,,OFM-76218C,,,Money Order,"$3,000 ",$0.00 ,$16.17 ,Enterprise,0
3 Wooden Bookshelves,80048,SCHOOL BOARD WAREHOUSE,1/14/2014,$150.00 ,$3.45 ,0.23,$34.50 ,$34.50 ,Successful,1/20/2014,,SBS-6143A,,,3604443964,"$3,000 ",$0.00 ,$115.50 ,Enterprise,0
3 TV's & Carts,80049,SCHOOL BOARD WAREHOUSE,1/14/2014,$57.00 ,$1.31 ,0.23,$13.11 ,$13.11 ,Successful,1/14/2014,,SBS-5999,,,3604002153,"$3,000 ",$0.00 ,$43.89 ,Enterprise,0
3 Upright Pianos,80050,SCHOOL BOARD WAREHOUSE,1/14/2014,$103.00 ,$2.37 ,0.23,$23.69 ,$23.69 ,Successful,1/17/2014,,SBS-6097,,,3604287967,"$3,000 ",$0.00 ,$79.31 ,Enterprise,0
1 Pallet of Poster Board,80077,SCHOOL BOARD WAREHOUSE,1/15/2014,$105.52 ,$2.43 ,0.23,$24.26 ,$24.26 ,Successful,1/22/2014,,SBS-5643H,,,3604545608,"$3,000 ",$0.00 ,$81.25 ,Enterprise,0
Dell Laptop w/Bag,80081,ITS,1/15/2014,$74.35 ,$1.71 ,0.23,$17.10 ,$17.10 ,Successful,2/4/2014,,74544,,,3605526330,"$3,000 ",$0.00 ,$57.25 ,General Fund,0
4 Chairs,80082,WATER SERVICES,1/15/2014,$16.00 ,$0.37 ,0.23,$3.68 ,$3.68 ,Successful,1/16/2014,,"WS-73910, WS-73911, WS-73912, WS-73913",,,3604179042,"$3,000 ",$0.00 ,$12.32 ,Enterprise,0
2005 Chevrolet Tahoe,80095,OFM-FIRE,1/16/2014,"$2,525.00 ",$0.00 ,0.23,$580.75 ,$580.75 ,Successful,1/23/2014,80003497,,09A 3493,,Cashiers Check,"$3,000 ",$0.00 ,"$1,944.25 ",Enterprise,0
2001 Chevrolet Malibu,80098,OFM-CODES,1/16/2014,"$1,607.47 ",$36.97 ,0.23,$369.71 ,$369.71 ,Successful,1/16/2014,221641,,P 2687 AJ,,3604177890,"$3,000 ",$0.00 ,"$1,237.75 ",Enterprise,0
2003 Ford F-450,80099,OFM-WATER SERVICES,1/16/2014,"$6,350.00 ",$0.00 ,0.23,"$1,460.50 ","$1,460.50 ",Successful,1/21/2014,80000566,,31C 040,,Cashiers Check,"$3,000 ",$0.00 ,"$4,889.50 ",Enterprise,0
2005 Chevrolet 2500,80102,OFM-WATER SERVICES,1/16/2014,"$3,926.00 ",$0.00 ,0.23,$902.98 ,$902.98 ,Successful,1/27/2014,80002869,,31B 5283,,Cashiers Check,"$3,000 ",$0.00 ,"$3,023.02 ",Enterprise,0
Cubby,80104,METRO ACTION,1/16/2014,$42.00 ,$0.97 ,0.23,$9.66 ,$9.66 ,Successful,1/16/2014,,MAC-74021A,,,3604179061,"$3,000 ",$0.00 ,$32.34 ,Enterprise,0
Cubby,80105,METRO ACTION,1/16/2014,$49.00 ,$1.13 ,0.23,$11.27 ,$11.27 ,Successful,1/17/2014,,MAC-74021B,,,3604267312,"$3,000 ",$0.00 ,$37.73 ,Enterprise,0
Cubby,80106,METRO ACTION,1/16/2014,$78.00 ,$1.79 ,0.23,$17.94 ,$17.94 ,Successful,2/13/2014,,MAC-74021C,,,3606185719,"$3,000 ",$0.00 ,$60.06 ,Enterprise,0
Cubby,80107,METRO ACTION,1/16/2014,$23.00 ,$0.53 ,0.23,$5.29 ,$5.29 ,Successful,1/17/2014,,MAC-74021D,,,3604267325,"$3,000 ",$0.00 ,$17.71 ,Enterprise,0
Cubby,80108,METRO ACTION,1/16/2014,$17.00 ,$0.39 ,0.23,$3.91 ,$3.91 ,Successful,1/17/2014,,MAC-74021E,,,3604267340,"$3,000 ",$0.00 ,$13.09 ,Enterprise,0
Cubby,80109,METRO ACTION,1/16/2014,$47.00 ,$1.08 ,0.23,$10.81 ,$10.81 ,Successful,1/16/2014,,MAC-74021F,,,3604189967,"$3,000 ",$0.00 ,$36.19 ,Enterprise,0
23 Child Size Chairs,80110,METRO ACTION,1/16/2014,$52.25 ,$1.20 ,0.23,$12.01 ,$12.01 ,Successful,1/20/2014,,"MAC-74172, MAC-74168, MAC-74169, MAC-74170, MAC-74171",,,3604443996,"$3,000 ",$0.00 ,$40.23 ,Enterprise,0
Childrens Play Set,80111,METRO ACTION,1/16/2014,$13.00 ,$0.00 ,0.23,$2.99 ,$2.99 ,Successful,1/21/2014,,"MAC-74023, MAC-74032, MAC-74137, MAC-74159, MAC-74233, MAC-74235, MAC-74236, MAC-74237",,,Money Order,"$3,000 ",$0.00 ,$10.01 ,Enterprise,0
2-Drawer File Cabinet,80112,METRO ACTION,1/16/2014,$28.00 ,$0.64 ,0.23,$6.44 ,$6.44 ,Successful,1/16/2014,,MAC-74242,,,3604182590,"$3,000 ",$0.00 ,$21.56 ,Enterprise,0
Cloth Bulletin Board w/Stand,80113,NASHVILLE CONVENTION CTR,1/16/2014,$6.00 ,$0.14 ,0.23,$1.38 ,$1.38 ,Successful,2/6/2014,,"NCC-73173, NCC-73174, NCC-73161",,,3605690980,"$3,000 ",$0.00 ,$4.62 ,Enterprise,0
Assorted Cables & Power Strips,80114,NASHVILLE CONVENTION CTR,1/16/2014,$103.00 ,$2.37 ,0.23,$23.69 ,$23.69 ,Successful,1/23/2014,,"NCC-74712, NCC-74713, NCC-74714",,,3604669762,"$3,000 ",$0.00 ,$79.31 ,Enterprise,0
Filing Cart,80115,WATER SERVICES,1/16/2014,$11.00 ,$0.25 ,0.23,$2.53 ,$2.53 ,Successful,1/30/2014,,WS-74741,,,3605140643,"$3,000 ",$0.00 ,$8.47 ,Enterprise,0
Battery Pack,80116,NASHVILLE CONVENTION CTR,1/16/2014,$2.00 ,$0.00 ,0.23,$0.46 ,$0.46 ,Successful,1/22/2014,,NCC-74710,,,Money Order,"$3,000 ",$0.00 ,$1.54 ,Enterprise,0
"Dell 17"" Monitor",80117,NASHVILLE CONVENTION CTR,1/16/2014,$20.75 ,$0.48 ,0.23,$4.77 ,$4.77 ,Successful,1/16/2014,,NCC-74709,,,3604184093,"$3,000 ",$0.00 ,$15.97 ,Enterprise,0
Car/Truck Jack,80119,SCHOOL BOARD WAREHOUSE,1/21/2014,$205.00 ,$0.00 ,0.23,$47.15 ,$47.15 ,Successful,1/27/2014,,SBS-6228,,,Money Order,"$3,000 ",$0.00 ,$157.85 ,Enterprise,0
Greaser,80120,SCHOOL BOARD WAREHOUSE,1/21/2014,$130.00 ,$0.00 ,0.23,$29.90 ,$29.90 ,Successful,1/27/2014,,SBS-6229,,,Cashiers Check,"$3,000 ",$0.00 ,$100.10 ,Enterprise,0
Plastic Trailer,80121,SCHOOL BOARD WAREHOUSE,1/21/2014,$201.01 ,$4.62 ,0.23,$46.23 ,$46.23 ,Successful,1/22/2014,,SBS-6230,,,3604544314,"$3,000 ",$0.00 ,$154.77 ,Enterprise,0
Transmission Jack,80122,SCHOOL BOARD WAREHOUSE,1/21/2014,$160.00 ,$3.68 ,0.23,$36.80 ,$36.80 ,Successful,1/28/2014,,SBS-6227,,,3604997380,"$3,000 ",$0.00 ,$123.20 ,Enterprise,0
Dell Laptop,80126,ITS,1/21/2014,$52.00 ,$1.20 ,0.23,$11.96 ,$11.96 ,Successful,1/29/2014,,75987,,,3605074793,"$3,000 ",$0.00 ,$40.04 ,General Fund,0
Dell Laptop,80127,ITS,1/21/2014,$155.00 ,$3.56 ,0.23,$35.65 ,$35.65 ,Successful,2/17/2014,,75989,,,3606481109,"$3,000 ",$0.00 ,$119.35 ,General Fund,0
Dell Laptop,80128,ITS,1/21/2014,$146.00 ,$3.36 ,0.23,$33.58 ,$33.58 ,Successful,1/23/2014,,75990,,,3604642936,"$3,000 ",$0.00 ,$112.42 ,General Fund,0
Dell Laptop,80129,ITS,1/21/2014,$150.00 ,$3.45 ,0.23,$34.50 ,$34.50 ,Successful,1/23/2014,,75986,,,3604642951,"$3,000 ",$0.00 ,$115.50 ,General Fund,0
Dell Laptop,80130,ITS,1/21/2014,$68.00 ,$0.00 ,0.23,$15.64 ,$15.64 ,Successful,1/27/2014,,75975,,,Money Order,"$3,000 ",$0.00 ,$52.36 ,General Fund,0
Dell Laptop,80131,ITS,1/21/2014,$52.00 ,$1.20 ,0.23,$11.96 ,$11.96 ,Successful,1/29/2014,,75969,,,3605074805,"$3,000 ",$0.00 ,$40.04 ,General Fund,0
Dell Laptop,80132,ITS,1/21/2014,$32.00 ,$0.00 ,0.23,$7.36 ,$7.36 ,Successful,1/27/2014,,75968,,,Money Order,"$3,000 ",$0.00 ,$24.64 ,General Fund,0
Dell Laptop,80133,ITS,1/21/2014,$52.00 ,$1.20 ,0.23,$11.96 ,$11.96 ,Successful,2/4/2014,,75984,,,3605517585,"$3,000 ",$0.00 ,$40.04 ,General Fund,0
Dell Laptop,80134,ITS,1/21/2014,$52.00 ,$1.20 ,0.23,$11.96 ,$11.96 ,Successful,2/4/2014,,75982,,,3605517604,"$3,000 ",$0.00 ,$40.04 ,General Fund,0
Dell Laptop,80135,ITS,1/21/2014,$62.00 ,$1.43 ,0.23,$14.26 ,$14.26 ,Successful,2/4/2014,,75981,,,3605517614,"$3,000 ",$0.00 ,$47.74 ,General Fund,0
2 Flammable/Hazardous Material Cabinets,80147,SCHOOL BOARD WAREHOUSE,1/22/2014,$283.75 ,$6.53 ,0.23,$65.26 ,$65.26 ,Successful,1/22/2014,,SBS-6222,,,3604560994,"$3,000 ",$0.00 ,$218.48 ,Enterprise,0
2 Flammable/Hazardous Material Cabinets,80148,SCHOOL BOARD WAREHOUSE,1/22/2014,$188.00 ,$4.32 ,0.23,$43.24 ,$43.24 ,Successful,1/22/2014,,SBS-6223,,,3604561003,"$3,000 ",$0.00 ,$144.76 ,Enterprise,0
3 Cafeteria Tables,80149,SCHOOL BOARD WAREHOUSE,1/22/2014,$37.00 ,$0.85 ,0.23,$8.51 ,$8.51 ,Successful,1/23/2014,,SBS-6226,,,3604649153,"$3,000 ",$0.00 ,$28.49 ,Enterprise,0
2 Flammable/Hazardous Material Cabinets,80150,SCHOOL BOARD WAREHOUSE,1/22/2014,$429.99 ,$9.89 ,0.23,$98.89 ,$98.89 ,Successful,1/25/2014,,SBS-6221,,,3604805469,"$3,000 ",$0.00 ,$331.09 ,Enterprise,0
2 Computer Tables,80151,SCHOOL BOARD WAREHOUSE,1/22/2014,$25.01 ,$0.58 ,0.23,$5.75 ,$5.75 ,Successful,1/30/2014,,SBS-6225A,,,3605137517,"$3,000 ",$0.00 ,$19.25 ,Enterprise,0
2 Computer Tables,80152,SCHOOL BOARD WAREHOUSE,1/22/2014,$25.01 ,$0.58 ,0.23,$5.75 ,$5.75 ,Successful,1/30/2014,,SBS-6225B,,,3605137532,"$3,000 ",$0.00 ,$19.25 ,Enterprise,0
2 Computer Tables,80153,SCHOOL BOARD WAREHOUSE,1/22/2014,$29.01 ,$0.67 ,0.23,$6.67 ,$6.67 ,Successful,1/30/2014,,SBS-6225C,,,3605137542,"$3,000 ",$0.00 ,$22.33 ,Enterprise,0
2 Video Carts,80154,SCHOOL BOARD WAREHOUSE,1/22/2014,$17.00 ,$0.39 ,0.23,$3.91 ,$3.91 ,Successful,1/23/2014,,SBS-6190,,,3604669770,"$3,000 ",$0.00 ,$13.09 ,Enterprise,0
"3 RCA 27"" Televisions",80155,SCHOOL BOARD WAREHOUSE,1/22/2014,$9.00 ,$0.21 ,0.23,$2.07 ,$2.07 ,Successful,1/22/2014,,SBS-6167A,,,3604564897,"$3,000 ",$0.00 ,$6.93 ,Enterprise,0
TV w/Cart,80156,SCHOOL BOARD WAREHOUSE,1/22/2014,$1.00 ,$0.02 ,0.23,$0.23 ,$0.23 ,Successful,1/22/2014,,SBS-6187A,,,3604566059,"$3,000 ",$0.00 ,$0.77 ,Enterprise,0
TV w/Cart,80157,SCHOOL BOARD WAREHOUSE,1/22/2014,$4.00 ,$0.09 ,0.23,$0.92 ,$0.92 ,Successful,1/22/2014,,SBS-6187B,,,3604566662,"$3,000 ",$0.00 ,$3.08 ,Enterprise,0
TV Cart,80158,SCHOOL BOARD WAREHOUSE,1/22/2014,$12.69 ,$0.29 ,0.23,$2.91 ,$2.91 ,Successful,1/23/2014,,SBS-6218,,,3604669782,"$3,000 ",$0.00 ,$9.77 ,Enterprise,0
1 Pallet of Poster Board,80160,SCHOOL BOARD WAREHOUSE,1/22/2014,$42.13 ,$0.97 ,0.23,$9.68 ,$9.68 ,Successful,1/30/2014,,SBS-5643K,,,3605167377,"$3,000 ",$0.00 ,$32.44 ,Enterprise,0
Monitor w/Cart,80161,SCHOOL BOARD WAREHOUSE,1/22/2014,$4.50 ,$0.10 ,0.23,$1.03 ,$1.03 ,Successful,1/22/2014,,SBS-6189A,,,3604579860,"$3,000 ",$0.00 ,$3.46 ,Enterprise,0
Monitor w/Cart,80162,SCHOOL BOARD WAREHOUSE,1/22/2014,$4.50 ,$0.10 ,0.23,$1.03 ,$1.03 ,Successful,1/28/2014,,SBS-6189B,,,3605004548,"$3,000 ",$0.00 ,$3.46 ,Enterprise,0
Hussmann Ice Cream Freezer,80165,SCHOOL BOARD WAREHOUSE,1/22/2014,$160.00 ,$0.00 ,0.23,$36.80 ,$36.80 ,Successful,3/4/2014,,SBS-6163,,,Money Order,"$3,000 ",$0.00 ,$123.20 ,Enterprise,0
3 Apollo Projection Screens,80166,SCHOOL BOARD WAREHOUSE,1/22/2014,$27.50 ,$0.63 ,0.23,$6.33 ,$6.33 ,Successful,2/3/2014,,SBS-6148B,,,3605430521,"$3,000 ",$0.00 ,$21.18 ,Enterprise,0
Upright Piano,80167,SCHOOL BOARD WAREHOUSE,1/22/2014,$47.00 ,$1.08 ,0.23,$10.81 ,$10.81 ,Successful,2/3/2014,,SBS-6219,,,3605450583,"$3,000 ",$0.00 ,$36.19 ,Enterprise,0
"Vacant Land - 868 Carter Street, Nashville, TN 37206",80168,PUBLIC PROPERTY,2/5/2014,"$17,600.00 ",$0.00 ,0.03,$528.00 ,$528.00 ,Successful,3/12/2014,,AS14015,,,Cashiers Check,"$5,000,000,000 ",$0.00 ,"$17,072.00 ",General Fund,0
Radios & Equipment,80180,MDHA,1/23/2014,"$1,640.00 ",$37.72 ,0.23,$377.20 ,$377.20 ,Successful,1/23/2014,,MDHA-75890,,,3604647986,"$3,000 ",$0.00 ,"$1,262.80 ",Enterprise,0
Assorted Parts,80196,WATER SERVICES,1/23/2014,$452.00 ,$10.40 ,0.23,$103.96 ,$103.96 ,Successful,1/27/2014,,WS-76166B,,,3604882569,"$3,000 ",$0.00 ,$348.04 ,Enterprise,0
1 Lot of Cable,80197,WATER SERVICES,1/23/2014,$238.00 ,$5.47 ,0.23,$54.74 ,$54.74 ,Successful,1/23/2014,,WS-76166A,,,3604676841,"$3,000 ",$0.00 ,$183.26 ,Enterprise,0
1 Pallet of Service Saddles,80198,WATER SERVICES,1/23/2014,$62.00 ,$1.43 ,0.23,$14.26 ,$14.26 ,Successful,1/27/2014,,WS-76168A,,,3604882585,"$3,000 ",$0.00 ,$47.74 ,Enterprise,0
Assorted Parts,80199,WATER SERVICES,1/23/2014,$370.00 ,$8.51 ,0.23,$85.10 ,$85.10 ,Successful,1/27/2014,,WS-76168B,,,3604882601,"$3,000 ",$0.00 ,$284.90 ,Enterprise,0
Assorted Parts,80200,WATER SERVICES,1/23/2014,$37.00 ,$0.00 ,0.23,$8.51 ,$8.51 ,Successful,1/23/2014,,WS-76167,,,Money Order,"$3,000 ",$0.00 ,$28.49 ,Enterprise,0
Assorted Parts,80201,WATER SERVICES,1/23/2014,$40.00 ,$0.00 ,0.23,$9.20 ,$9.20 ,Successful,1/23/2014,,WS-76169,,,Money Order,"$3,000 ",$0.00 ,$30.80 ,Enterprise,0
Sink,80202,NASHVILLE CONVENTION CTR,1/23/2014,$81.00 ,$1.86 ,0.23,$18.63 ,$18.63 ,Successful,1/27/2014,,NCC-75601,,,3604906914,"$3,000 ",$0.00 ,$62.37 ,Enterprise,0
Booth,80204,NASHVILLE CONVENTION CTR,1/23/2014,$34.01 ,$0.78 ,0.23,$7.82 ,$7.82 ,Successful,1/23/2014,,NCC-75739,,,3604669948,"$3,000 ",$0.00 ,$26.18 ,Enterprise,0
Warmer,80205,NASHVILLE CONVENTION CTR,1/23/2014,$306.00 ,$0.00 ,0.23,$70.38 ,$70.38 ,Successful,1/23/2014,,NCC-75598,,,Cashiers Check,"$3,000 ",$0.00 ,$235.62 ,Enterprise,0
Warmer,80206,NASHVILLE CONVENTION CTR,1/23/2014,$326.00 ,$0.00 ,0.23,$74.98 ,$74.98 ,Successful,1/23/2014,,NCC-75597,,,Cashiers Check,"$3,000 ",$0.00 ,$251.02 ,Enterprise,0
Large Wooden Picture Frame,80207,NASHVILLE CONVENTION CTR,1/23/2014,$4.50 ,$0.10 ,0.23,$1.03 ,$1.03 ,Successful,1/30/2014,,NCC-75480,,,3605135530,"$3,000 ",$0.00 ,$3.46 ,Enterprise,0
Dell Laptop w/Bag,80208,ITS,1/23/2014,$68.01 ,$1.56 ,0.23,$15.64 ,$15.64 ,Successful,1/30/2014,,74577,,,3605130826,"$3,000 ",$0.00 ,$52.36 ,General Fund,0
Dell Laptop w/Bag,80209,ITS,1/23/2014,$50.01 ,$1.15 ,0.23,$11.50 ,$11.50 ,Successful,1/23/2014,,74580,,,3604672974,"$3,000 ",$0.00 ,$38.50 ,General Fund,0
Dell Laptop w/Bag,80210,ITS,1/23/2014,$52.00 ,$1.20 ,0.23,$11.96 ,$11.96 ,Successful,1/23/2014,,74581,,,3604662600,"$3,000 ",$0.00 ,$40.04 ,General Fund,0
Dell Laptop w/Bag,80211,ITS,1/23/2014,$150.00 ,$0.00 ,0.23,$34.50 ,$34.50 ,Successful,1/27/2014,,75424,,,Money Order,"$3,000 ",$0.00 ,$115.50 ,General Fund,0
Dell Laptop w/Bag,80212,ITS,1/23/2014,$155.00 ,$0.00 ,0.23,$35.65 ,$35.65 ,Successful,1/27/2014,,75431,,,Money Order,"$3,000 ",$0.00 ,$119.35 ,General Fund,0
Dell Laptop w/Bag,80213,ITS,1/23/2014,$155.00 ,$0.00 ,0.23,$35.65 ,$35.65 ,Successful,1/27/2014,,75422,,,Money Order,"$3,000 ",$0.00 ,$119.35 ,General Fund,0
Dell Laptop w/Bag,80214,ITS,1/23/2014,$135.00 ,$3.10 ,0.23,$31.05 ,$31.05 ,Successful,1/23/2014,,74596,,,3604669080,"$3,000 ",$0.00 ,$103.95 ,General Fund,0
Dell Laptop w/Bag,80215,ITS,1/23/2014,$98.00 ,$2.25 ,0.23,$22.54 ,$22.54 ,Successful,1/30/2014,,74589,,,3605130836,"$3,000 ",$0.00 ,$75.46 ,General Fund,0
Dell Laptop w/Bag,80216,ITS,1/23/2014,$71.00 ,$1.63 ,0.23,$16.33 ,$16.33 ,Successful,1/30/2014,,74594,,,3605130849,"$3,000 ",$0.00 ,$54.67 ,General Fund,0
Dell Laptop w/Bag,80219,ITS,1/23/2014,$50.00 ,$0.00 ,0.23,$11.50 ,$11.50 ,Successful,1/27/2014,,74560,,,Money Order,"$3,000 ",$0.00 ,$38.50 ,General Fund,0
Weed Eater,80221,HEALTH,1/23/2014,$43.00 ,$0.99 ,0.23,$9.89 ,$9.89 ,Successful,1/23/2014,,76056,,,3604669962,"$3,000 ",$0.00 ,$33.11 ,General Fund,0
Pro Force Blower,80224,HEALTH,1/23/2014,$42.00 ,$0.97 ,0.23,$9.66 ,$9.66 ,Successful,1/23/2014,,76059,,,3604669983,"$3,000 ",$0.00 ,$32.34 ,General Fund,0
2000 John Deere Turf Tractor,80225,OFM-PARKS,1/23/2014,"$4,875.00 ",$0.00 ,0.23,"$1,121.25 ","$1,121.25 ",Successful,1/27/2014,219435,,29 5028,,Cashiers Check,"$3,000 ",$0.00 ,"$3,753.75 ",Enterprise,0
Stihl Hedge Trimmer,80226,HEALTH,1/23/2014,$78.25 ,$1.80 ,0.23,$17.99 ,$17.99 ,Successful,1/27/2014,,76058,,,3604906933,"$3,000 ",$0.00 ,$60.25 ,General Fund,0
Floor Jack,80227,HEALTH,1/23/2014,$60.01 ,$1.38 ,0.23,$13.80 ,$13.80 ,Successful,1/23/2014,,76057,,,3604669996,"$3,000 ",$0.00 ,$46.20 ,General Fund,0
